Identifiant;Statut;Motif du refus;Domaine;Activité;Commune;Rue;Type d'ouvrage;Code ouvrage;Num. DI;Ordre de travail;Programme;Créé le;Entreprise;Date Intervention;Intervenant;Observation;Durée Intervention;obs_clean;remplacement_fusible;remplacement_ampoule;remplacement_driver;remplacement_boite_derivation;remplacement_driver_et_connexions;pose_lanterne_provisoire;separation_phases_cablage;plateau_led_hs;reenclenchement_disjoncteur;reprise_raccordement;refection_connexions;resume_ia
44909551;Validé;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE DE L'ILE BENIGUET;Luminaire;E1312_1;12763.0;;;23/12/2025;CITEOS QUIMPER;2025-12-23;CITEOS_EQUIPE 2;Resserage des connections du point E 1311 .;;resserage des connections du point e 1311 .;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909549;Validé;;Eclairage public;Curatif Armoire;QUIMPER;RUE DE L'ILE D'HOUAT;Armoire;156;12759.0;;;22/12/2025;CITEOS QUIMPER;2025-12-22;CITEOS_EQUIPE 2;Remplacement fusible;;remplacement fusible;oui;non;non;non;non;non;non;non;non;non;non;remplacement fusible
44909547;Validé;;Eclairage public;Curatif Armoire;QUIMPER;AVENUE JACQUES LE VIOL;Armoire;132;12755.0;;;22/12/2025;CITEOS QUIMPER;2025-12-22;CITEOS_EQUIPE 2;Remise en service;;remise en service;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909545;Validé;;Eclairage public;Curatif Armoire;QUIMPER;RUE DE L'ILE D'HOUAT;Armoire;156;12751.0;;;19/12/2025;CITEOS QUIMPER;2025-12-19;CITEOS_EQUIPE 1;Réarmement sectionneur général.  Cadenas cassé.  Changé;0:30;réarmement sectionneur général.  cadenas cassé.  changé;non;non;non;non;non;non;non;non;oui;non;non;reenclenchement disjoncteur
44909543;Validé;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE COLONEL BERTHAUD-BOURRIERES;Luminaire;P1141_1;12745.0;;;19/12/2025;CITEOS QUIMPER;2025-12-19;CITEOS_EQUIPE 1;Câble en défaut vers dernier PL (présence boîte ou rallongement). Sécurisé,  prévoir remplacement portée.;;câble en défaut vers dernier pl (présence boîte ou rallongement). sécurisé,  prévoir remplacement portée.;non;non;non;oui;non;non;non;non;non;non;non;remplacement boite derivation
44909541;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE DE ROZOLEN;Luminaire;E930_1;12733.0;;;18/12/2025;CITEOS QUIMPER;2025-12-18;CITEOS_EQUIPE 2;Remise en place du coffret cl 2 sur le pba;;remise en place du coffret cl 2 sur le pba;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909539;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;BOULEVARD DUPLEIX;Luminaire;C1358_2;12715.0;;;18/12/2025;CITEOS QUIMPER;2025-12-18;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909537;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;BOULEVARD DUPLEIX;Luminaire;C1358;12715.0;;;18/12/2025;CITEOS QUIMPER;2025-12-18;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909535;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;BOULEVARD DUPLEIX;Luminaire;C1357_2;12715.0;;;18/12/2025;CITEOS QUIMPER;2025-12-18;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909533;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;BOULEVARD DUPLEIX;Luminaire;C1357;12715.0;;;18/12/2025;CITEOS QUIMPER;2025-12-18;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909531;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE TREDERN DE LEZEREC;Luminaire;E2753_1;12707.0;;;11/12/2025;CITEOS QUIMPER;2025-12-11;CITEOS_EQUIPE 1;Changement de driver 110w 0,2-0,7 A ampdim.Essais ok.;1:00;changement de driver 110w 0,2-0,7 a ampdim.essais ok.;non;non;oui;non;oui;non;non;non;non;non;non;remplacement driver, remplacement driver et connexions
44909529;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE ROGER SALENGRO;Luminaire;E1272_1;12735.0;;;11/12/2025;CITEOS QUIMPER;2025-12-11;CITEOS_EQUIPE 1;Changement de lampe 100w shp.Essais ok.;1:00;changement de lampe 100w shp.essais ok.;non;oui;non;non;non;non;non;non;non;non;non;remplacement ampoule
44909527;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE DE L'ILE D'HOUAT;Luminaire;E1143_1;12713.0;;;11/12/2025;CITEOS QUIMPER;2025-12-11;CITEOS_EQUIPE 1;E1142 et E1145 en panne. Prévoir intervention vl .;;e1142 et e1145 en panne. prévoir intervention vl .;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909525;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;PLACE DE LOCRONAN;Luminaire;C202_1;12687.0;;;11/12/2025;CITEOS QUIMPER;2025-12-11;CITEOS_EQUIPE 1;Changement de lampe 70w shp .Essais ok.;;changement de lampe 70w shp .essais ok.;non;oui;non;non;non;non;non;non;non;non;non;remplacement ampoule
44909523;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;CITE DE KERGUELEN;Luminaire;C682_1;12719.0;;;11/12/2025;CITEOS QUIMPER;2025-12-11;CITEOS_EQUIPE 1;Point lumineux hors service suite aux travaux  quai de l 'Odette.;0:30;point lumineux hors service suite aux travaux  quai de l 'odette.;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909521;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;ESPLANADE FRANCOIS MITTERRAND;Luminaire;C165_2;12693.0;;;11/12/2025;CITEOS QUIMPER;2025-12-11;CITEOS_EQUIPE 1;Changement de lampe 70w cdm t ,d amorceur et de ballast. La lampe s'allume très légèrement. Prévoir remplacement du luminaire.;1:00;changement de lampe 70w cdm t ,d amorceur et de ballast. la lampe s'allume très légèrement. prévoir remplacement du luminaire.;non;oui;oui;non;non;non;non;non;non;non;non;remplacement ampoule, remplacement driver
44909519;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;IMPASSE DE LA GARE;Luminaire;C1198_1;12697.0;;;11/12/2025;CITEOS QUIMPER;2025-12-11;CITEOS_EQUIPE 1;Impossibilité d'accès .Intervention à reprogrammer, prévoir location nacelle toucan  spécifique.;0:30;impossibilité d'accès .intervention à reprogrammer, prévoir location nacelle toucan  spécifique.;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909517;A valider;;Eclairage public;Curatif Armoire;QUIMPER;ROUTE DE KEROGAN;Armoire;424;12729.0;;;11/12/2025;CITEOS QUIMPER;2025-12-11;CITEOS_EQUIPE 1;Reenclenchement DB 30A 500mA et disjoncteur tétra 32A .Essais ok;1:00;reenclenchement db 30a 500ma et disjoncteur tétra 32a .essais ok;non;non;non;non;non;non;non;non;oui;non;non;reenclenchement disjoncteur
44909515;A valider;;Eclairage public;Curatif Armoire;QUIMPER;ROUTE DE KEROGAN;Armoire;424;12729.0;;;11/12/2025;CITEOS QUIMPER;2025-12-11;CITEOS_EQUIPE 1;Reenclenchement DB dans poste ( 30A 500mA ) et Reenclenchement du sectionneur de tête  ( disjoncteur tétra 32A) Recalibrage du fusible départ. 32A Tout est pris sur 1 seul  départ.Prevoir peut être d'équilibrer sur 2 phases car la 3 ème est deraccordee.;1:00;reenclenchement db dans poste ( 30a 500ma ) et reenclenchement du sectionneur de tête  ( disjoncteur tétra 32a) recalibrage du fusible départ. 32a tout est pris sur 1 seul  départ.prevoir peut être d'équilibrer sur 2 phases car la 3 ème est deraccordee.;oui;non;non;non;non;non;non;non;oui;non;non;remplacement fusible, reenclenchement disjoncteur
44909513;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;CITE DE KERGUELEN;Luminaire;C684_1;12727.0;;;11/12/2025;CITEOS QUIMPER;2025-12-11;CITEOS_EQUIPE 1;Points lumineux hors service temporairement suite aux travaux. Remis en service en cour.;0:15;points lumineux hors service temporairement suite aux travaux. remis en service en cour.;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909511;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;CITE DE KERGUELEN;Luminaire;C683_1;12727.0;;;11/12/2025;CITEOS QUIMPER;2025-12-11;CITEOS_EQUIPE 1;Points lumineux hors service temporairement suite aux travaux. Remis en service en cour.;0:15;points lumineux hors service temporairement suite aux travaux. remis en service en cour.;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909509;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;CITE DE KERGUELEN;Luminaire;C682_1;12727.0;;;11/12/2025;CITEOS QUIMPER;2025-12-11;CITEOS_EQUIPE 1;Points lumineux hors service temporairement suite aux travaux. Remis en service en cour.;0:15;points lumineux hors service temporairement suite aux travaux. remis en service en cour.;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909507;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;CITE DE KERGUELEN;Luminaire;C681_1;12727.0;;;11/12/2025;CITEOS QUIMPER;2025-12-11;CITEOS_EQUIPE 1;Points lumineux hors service temporairement suite aux travaux. Remis en service en cour.;0:15;points lumineux hors service temporairement suite aux travaux. remis en service en cour.;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909505;A valider;;Eclairage public;Curatif Armoire;QUIMPER;RUE DU MOULIN VERT;Armoire;108;12731.0;;;10/12/2025;CITEOS QUIMPER;2025-12-10;CITEOS_EQUIPE 2;Remplacement fusible 20 A départ 2 essais de fonctionnement ok;0:45;remplacement fusible 20 a départ 2 essais de fonctionnement ok;oui;non;non;non;non;non;non;non;non;non;non;remplacement fusible
44909503;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;BOULEVARD DE BRETAGNE;Luminaire;P492_1;12725.0;;;10/12/2025;CITEOS QUIMPER;2025-12-10;CITEOS_EQUIPE 2;Resserrage des câbles au niveau du porte fusible;0:30;resserrage des câbles au niveau du porte fusible;oui;non;non;non;non;non;non;non;non;non;non;remplacement fusible
44909501;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;VENELLE DU MOULIN AU DUC;Luminaire;C300_1;12723.0;;;09/12/2025;CITEOS QUIMPER;2025-12-09;CITEOS_EQUIPE 2;Remplacement ampoule 70W;1:00;remplacement ampoule 70w;non;oui;non;non;non;non;non;non;non;non;non;remplacement ampoule
44909499;Validé;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE FELIX BILIEN;Luminaire;P1130_1;12721.0;;;09/12/2025;CITEOS QUIMPER;2025-12-09;CITEOS_EQUIPE 2;Réarmement variateur essais ok;0:30;réarmement variateur essais ok;non;non;non;non;non;non;non;non;oui;non;non;reenclenchement disjoncteur
44909497;Validé;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE DE ROZOLEN;Luminaire;E935_1;12717.0;;;09/12/2025;CITEOS QUIMPER;2025-12-09;CITEOS_EQUIPE 2;Remplacement fusible 25A départ 2;0:30;remplacement fusible 25a départ 2;oui;non;non;non;non;non;non;non;non;non;non;remplacement fusible
44909495;Validé;;Eclairage public;Curatif Armoire;QUIMPER;RUE BOURG LES BOURGS;Armoire;42;12709.0;;;04/12/2025;CITEOS QUIMPER;2025-12-04;CITEOS_EQUIPE 1;;0:30;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909493;A valider;;Eclairage public;Curatif Armoire;QUIMPER;RUE GEORGES PHILIPPAR;Armoire;6;12705.0;;;04/12/2025;CITEOS QUIMPER;2025-12-04;CITEOS_EQUIPE 2;Intervention le matin même sur l'armoire. Voir le CR 44909483. Un mât était tombé dans la tranchée du chantier.;0:01;intervention le matin même sur l'armoire. voir le cr 44909483. un mât était tombé dans la tranchée du chantier.;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909491;A valider;;Eclairage public;Curatif Armoire;QUIMPER;;Armoire;X:172061.08411662 Y: 6789051.317017;;;;03/12/2025;CITEOS QUIMPER;2025-12-03;CITEOS_EQUIPE 1;;0:30;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909489;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE FANCH BEGOT;Luminaire;E35_1;12691.0;;;02/12/2025;CITEOS QUIMPER;2025-12-02;CITEOS_EQUIPE 2;Fixation du capot cassé, mise en place de celui-ci à  l'aide d'un colson, Prévoir remplacement du luminaire et élagage;;fixation du capot cassé, mise en place de celui-ci à  l'aide d'un colson, prévoir remplacement du luminaire et élagage;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909487;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE CHANOINE ABGRALL;Luminaire;P1741_1;12695.0;;;02/12/2025;CITEOS QUIMPER;2025-12-02;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909485;A valider;;Eclairage public;Curatif Armoire;QUIMPER;ROUTE DE KEROGAN;Armoire;424;12703.0;;;02/12/2025;CITEOS QUIMPER;2025-12-02;CITEOS_EQUIPE 2;Plus de tension à l'armoire, faire intervenir énédis pour remise sous tension, ensuite on pourra intervenir pour la recherche de défaut;;plus de tension à l'armoire, faire intervenir énédis pour remise sous tension, ensuite on pourra intervenir pour la recherche de défaut;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909483;Validé;;Eclairage public;Curatif Point Lumineux;QUIMPER;PLACE D'ECOSSE;Luminaire;P832_1;12701.0;;;02/12/2025;CITEOS QUIMPER;2025-12-02;CITEOS_EQUIPE 2;Le mat P286-1 est tombé dans une tranchée. Le câble était déconnecté, conducteurs  en court-circuit le mat a été reposé en provisoire, reconnection du classe2, essai ok;;le mat p286-1 est tombé dans une tranchée. le câble était déconnecté, conducteurs  en court-circuit le mat a été reposé en provisoire, reconnection du classe2, essai ok;non;non;non;non;non;oui;non;non;non;non;non;pose lanterne provisoire
44909481;A valider;;Eclairage public;Curatif Armoire;QUIMPER;ROND POINT AR MEILHOU GLAS;Armoire;437;12699.0;;;01/12/2025;CITEOS QUIMPER;2025-12-01;CITEOS_EQUIPE 2;Armoire ouverte suite à des travaux, relance ok;1:00;armoire ouverte suite à des travaux, relance ok;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909479;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;CHEMIN DU HALAGE;Luminaire;P2275_1;12685.0;;;28/11/2025;CITEOS QUIMPER;2025-11-28;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909477;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;IMPASSE JEAN OBERLE;Luminaire;C565_1;12671.0;;;28/11/2025;CITEOS QUIMPER;2025-11-28;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909475;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE LE DEAN;Luminaire;E3144_1;12677.0;;;28/11/2025;CITEOS QUIMPER;2025-11-28;CITEOS_EQUIPE 2;Remplacement du classe2 type1, essai ok;;remplacement du classe2 type1, essai ok;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909473;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE LE DEAN;Luminaire;E3144_1;12677.0;;;28/11/2025;CITEOS QUIMPER;2025-11-28;CITEOS_EQUIPE 2;Remplacement du coffret classe2, essai ok;;remplacement du coffret classe2, essai ok;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909471;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;ALLEE DOUR RU;Luminaire;P1501_1;12689.0;;;28/11/2025;CITEOS QUIMPER;2025-11-28;CITEOS_EQUIPE 2;C'était l?ouvrage P 1500_1;;c'était l?ouvrage p 1500_1;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909469;A valider;;Eclairage public;Curatif Armoire;QUIMPER;RUE POLIG MONJARRET;Armoire;491;12683.0;;;27/11/2025;CITEOS QUIMPER;2025-11-27;CITEOS_EQUIPE 1;Vandalisme et vol de câble hent kamm. 3166 puis sur les 4 mats suivant.. sécurisé;;vandalisme et vol de câble hent kamm. 3166 puis sur les 4 mats suivant.. sécurisé;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909467;Validé;;Eclairage public;Curatif Point Lumineux;QUIMPER;ROUTE DE TY NAY;Luminaire;K1139_1;;480.0;;27/11/2025;CITEOS QUIMPER;2025-11-27;CITEOS_EQUIPE 2;Lanterne HS déposée.;;lanterne hs déposée.;non;non;non;non;non;oui;non;oui;non;non;non;pose lanterne provisoire, plateau led hs
44909465;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;AVENUE DE BECHARLES;Luminaire;K2073_2;;480.0;;27/11/2025;CITEOS QUIMPER;2025-11-27;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909463;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE DE LA REPUBLIQUE;Luminaire;K661_1;;480.0;;27/11/2025;CITEOS QUIMPER;2025-11-27;CITEOS_EQUIPE 2;Le pavé Led de la lanterne est HS . Lanterne déposée.;;le pavé led de la lanterne est hs . lanterne déposée.;non;non;non;non;non;oui;non;oui;non;non;non;pose lanterne provisoire, plateau led hs
44909461;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE KERHUEL;Luminaire;K1294_1;;480.0;;27/11/2025;CITEOS QUIMPER;2025-11-27;CITEOS_EQUIPE 1;Modifié.  Non livré;;modifié.  non livré;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909459;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE KERHUEL;Luminaire;K1293_1;;480.0;;27/11/2025;CITEOS QUIMPER;2025-11-27;CITEOS_EQUIPE 1;Modifié.  Non livré;;modifié.  non livré;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909457;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE KERHUEL;Luminaire;K1653_1;;480.0;;27/11/2025;CITEOS QUIMPER;2025-11-27;CITEOS_EQUIPE 1;Modifié.  Non livré;;modifié.  non livré;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909455;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE KERHUEL;Luminaire;K1292_1;;480.0;;27/11/2025;CITEOS QUIMPER;2025-11-27;CITEOS_EQUIPE 1;Modifié.  Non livré;;modifié.  non livré;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909453;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE DE STANG BIHAN;Luminaire;K2065;;480.0;;27/11/2025;CITEOS QUIMPER;2025-11-27;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909451;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE DE LA REPUBLIQUE;Luminaire;K1826_1;;480.0;;27/11/2025;CITEOS QUIMPER;2025-11-27;CITEOS_EQUIPE 2;Reconnection du neutre dans la lanterne.;;reconnection du neutre dans la lanterne.;non;non;non;non;non;oui;non;non;non;non;non;pose lanterne provisoire
44909449;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;PLACE DE LA CROIX DES GARDIENS;Luminaire;K308_1;;480.0;;27/11/2025;CITEOS QUIMPER;2025-11-27;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909447;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;ROUTE DE BREST;Luminaire;K927_1;;480.0;;27/11/2025;CITEOS QUIMPER;2025-11-27;CITEOS_EQUIPE 2;Après élagage pour atteindre la lanterne,  j?ai constaté qu'elle était HS .;;après élagage pour atteindre la lanterne,  j?ai constaté qu'elle était hs .;non;non;non;non;non;oui;non;oui;non;non;non;pose lanterne provisoire, plateau led hs
44909445;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;PLACE DE LA CROIX DES GARDIENS;Luminaire;K2054;;480.0;;27/11/2025;CITEOS QUIMPER;2025-11-27;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909443;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;ROUTE DU LOC'H;Luminaire;K362_1;;480.0;;26/11/2025;CITEOS QUIMPER;2025-11-26;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909441;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;PLACE DE LA CROIX DES GARDIENS;Luminaire;K2052_2;;480.0;;26/11/2025;CITEOS QUIMPER;2025-11-26;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909439;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE JEAN XXIII;Luminaire;E155_1;12679.0;;;26/11/2025;CITEOS QUIMPER;2025-11-26;CITEOS_EQUIPE 2;Absence de capot Luminaire à remplacer;0:15;absence de capot luminaire à remplacer;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909437;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE GUILLAUME BOUGEANT;Luminaire;E2384_1;12681.0;;;26/11/2025;CITEOS QUIMPER;2025-11-26;CITEOS_EQUIPE 2;Ce jour l?ensemble des luminaires de la rue fonctionne;0:30;ce jour l?ensemble des luminaires de la rue fonctionne;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909435;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;ROUTE DE CUZON;Luminaire;K1149_1;;480.0;;26/11/2025;CITEOS QUIMPER;2025-11-26;CITEOS_EQUIPE 1;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44909433;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;HENT GLAZ;Luminaire;K1219_1;;480.0;;26/11/2025;CITEOS QUIMPER;2025-11-26;CITEOS_EQUIPE 1;Pavé Led Hs. Devis en cours;;pavé led hs. devis en cours;non;non;non;non;non;non;non;oui;non;non;non;plateau led hs
